Content:,Emissions by country and main source category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound:,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start year:,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End year:,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:,kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite the dataset: EDGAR (Emissions Database for Global Atmospheric Research) Community GHG Database (a collaboration between the European Commission, Joint Research Centre (JRC), the International Energy Agency (IEA), and comprising IEA-EDGAR CO2, EDGAR CH4, EDGAR N2O, EDGAR F-GASES version 7.0, (2022) European Commission",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Users of the data are obliged to acknowledge the source of the data with a reference to the EDGARv7.0_GHG website (https://edgar.jrc.ec.europa.eu/dataset_ghg70), to Crippa et. al. (2022) and to the DOI (https://data.europa.eu/doi/10.2904/JRC_DATASET_EDGAR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data download:,https://edgar.jrc.ec.europa.eu/dataset_ghg70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021
Non-Annex_I,Rest Central America,DOM,Dominican Republic,3.A.2,Manure Management,CH4,fossil,2.54355,2.80620506,2.93811,3.03937,3.31165,3.41949,3.42088,3.46243,3.47419,3.49631,3.275295,2.888056,3.0527225,3.66361865,3.810738,3.7232231,3.796466,3.891389,3.975293,4.1402,4.17045,4.57335,4.6019,4.74201,4.79421,4.777426,5.09657,5.147484,5.08586,4.36911023,4.31898935,4.4862911,6.21719584,6.023165,6.626491,7.12160184,7.54248416,8.00175416,7.67513316,7.817879,8.03880984,8.05457016,7.902995,7.85735,7.81982,7.89813454,8.10332649,8.28491493,8.25536294,8.14493783,8.209961396,8.277341329
Non-Annex_I,Rest Central America,DOM,Dominican Republic,3.C.7,Rice cultivations,CH4,fossil,44.8588494,39.39463383,35.03219343,33.93458546,34.22758655,44.45828684,56.2698231,54.5846366,48.88007017,51.29171797,51.63502027,50.35312339,45.8530456,45.91117825,50.2308417,46.48057116,40.52518499,45.99943602,39.78704005,40.74952393,34.11518216,36.23765082,23.05748801,31.62380533,28.23796096,34.89643841,34.44230354,34.41609491,35.37723681,38.71747607,37.92891854,44.5989461,45.48953348,39.66743949,40.52444834,46.40069149,46.07609901,47.09313528,48.79111998,55.06032271,53.9767344,52.85987006,48.6746539,48.51341644,49.35650986,48.22694013,49.66779193,52.75429432,58.26450122,54.06657966,56.90230184,57.20178764
Non-Annex_I,Rest Central America,DOM,Dominican Republic,4.A,Solid Waste Disposal,CH4,fossil,12.6702031,15.14017906,16.13632436,17.17470026,18.25561967,19.37968236,20.55899274,21.78515625,23.05824664,24.38017098,25.75273769,26.78055577,27.78472417,28.81273426,29.86422165,30.93904536,31.85100702,32.7527432,33.66784536,34.59779629,35.54366165,36.58752231,38.56400867,40.39235723,41.78621729,43.4494379,45.58074608,48.12794253,50.58161812,53.01165032,55.37264751,57.88352947,60.75082179,62.95797464,65.6680378,69.50155924,73.80635855,78.0604378,81.77476806,85.1287175,89.82356353,93.43527636,96.88315305,100.8254504,105.476445,110.2194041,114.0552667,117.3910947,121.243727,125.0166625,128.9070066,132.6179656
Non-Annex_I,Rest Central America,DOM,Dominican Republic,4.C,Incineration and Open Burning of Waste,CH4,fossil,0.144856754,0.149238062,0.153703651,0.15826145,0.162919315,0.167685201,0.172561929,0.177542788,0.18267602,0.187997961,0.193536938,0.199007551,0.204643071,0.210383395,0.216156367,0.221913882,0.227457034,0.232954734,0.238427307,0.243895201,0.249382684,0.255097216,0.26086072,0.266683793,0.27257642,0.278549235,0.286205008,0.294543134,0.299297133,0.306145225,0.31319331,0.329653224,0.332718471,0.342904565,0.353410511,0.364143503,0.375458288,0.387056918,0.398927159,0.409964752,0.421345437,0.428347211,0.431926935,0.440365528,0.454549687,0.462170247,0.468998158,0.475826478,0.482655058,0.491095231,0.499673246,0.507173846
Non-Annex_I,Rest Central America,DOM,Dominican Republic,4.D,Wastewater Treatment and Discharge,CH4,fossil,27.11593277,28.013106,28.98779202,29.52171656,30.00229696,30.46678029,31.28820071,31.74949142,32.17488687,32.65826022,32.81191708,33.90153004,34.62233269,35.07700872,35.50423798,35.60677858,36.12555567,36.76815316,37.37423589,37.88223477,37.85420358,38.56381184,38.9587914,39.635738,40.00451277,40.24225803,40.9691993,41.51272939,41.37233365,41.05564625,41.68746779,42.14962737,42.52986182,42.82315636,43.63293697,44.32808061,45.14532192,45.81754323,46.20430379,46.9055976,47.2203581,47.95183628,48.35365004,48.96558622,49.55935235,50.03902538,50.37543567,51.05325004,51.69769077,52.55975623,53.43643324,54.11591482
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.2,Manufacturing Industries and Construction,CH4,bio,,,,,,,,,,,,,,,,,,,,,,0.016980027,0.018720021,0.031590033,0.031590033,0.031590033,0.031590033,0.042120045,0.044759991,0.044759991,0.044759991,0.044759991,0.060269949,0.049140054,0.049140054,0.05966994,0.05387997,0.05966994,0.038909985,0.04482003,0.043290048,0.013440006,0.013019985,0.018330021,0.005009967,0.005009967,0.005009967,0.00879228,0.0188406,0.00753624,0.007581511,0.007581511
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.4,Residential and other sectors,CH4,bio,0.07769988,0.07769988,0.08040039,0.08220027,0.08250048,0.08400018,0.08640048,0.0900003,0.0929997,0.09570021,0.09869961,0.1017003,0.10530012,0.10889991,0.11249973,0.11490003,0.11880003,0.12209964,0.12540051,0.12870015,0.13199976,0.0851997,0.09420048,0.15899958,0.15899958,0.15899958,0.15899958,0.21179976,0.22499946,0.22499946,0.22499946,0.22499946,0.30299955,0.24719997,0.24719997,0.30000012,0.27090021,0.30000012,0.1956006,0.22559985,0.21779985,0.06779979,0.03900003,0.06870036,0.02519994,0.02519994,0.02519994,0.0376812,0.0879228,0.0376812,0.037907556,0.037907556
Non-Annex_I,Northern_Africa,DZA,Algeria,3.C.1,Emissions from biomass burning,CH4,bio,0.103635731,0.092660367,0.116186774,0.091538215,0.085639055,0.122112048,0.114569261,0.074186188,0.083241675,0.088377119,0.113246112,0.093721729,0.079917833,0.069345999,0.080414647,0.123853551,0.106770087,0.097769218,0.057534109,0.093712964,0.076713725,0.148221609,0.139886013,0.07217905,0.04950092,0.09958764,0.186164701,0.045324034,0.138611433,0.086703558,0.045478005,0.11288,0.085562857,0.163909904,0.157734578,0.135530668,0.153543025,0.141541949,0.068499762,0.186734505,0.159265588,0.161480338,0.192033479,0.182550233,0.140049065,0.151103993,0.150783444,0.153997384,0.219726764,0.211666644,0.172676672,0.139979304
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.1.a,Main Activity Electricity and Heat Production,CH4,fossil,0.051017816,0.054520932,0.04958917,0.037358663,0.04243301,0.065562103,0.080728774,0.114059799,0.137851824,0.155561672,0.22984721,0.240489514,0.295559222,0.337789637,0.351892535,0.337359207,0.397510503,0.412945715,0.468739807,0.462959683,0.446002596,0.454310131,0.462249622,0.476145104,0.508460627,0.519124909,0.522044824,0.551344688,0.644663199,0.678613726,0.691850576,0.765782773,0.809847487,0.915855399,0.967707282,1.006789246,1.072708626,1.088474523,1.176365928,1.205990358,1.221697168,1.380145369,1.522252691,1.483174343,1.610743328,1.818708299,1.784805746,1.86459768,1.91278639,1.956991918,1.891715438,1.987463056
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,CH4,fossil,0.071076582,0.071076582,0.090473231,0.118304614,0.129481425,0.14430071,0.163259776,0.204392675,0.301184105,0.445891621,0.396575184,0.522024246,0.658141902,0.773514644,0.627814228,0.556258547,0.674528382,0.667285936,0.747390392,0.750235508,0.611606956,0.639956808,0.615958064,0.641584326,0.588283356,0.629273698,0.609436094,0.67345178,0.619081379,0.636119157,0.622027216,0.63929811,0.684173451,0.656574499,0.566508782,0.56648876,0.571127155,0.545625808,0.503122139,0.549861781,0.505180825,0.498337122,0.581239238,0.606950574,0.699941453,0.570737234,0.51555918,0.454784672,0.426615376,0.474356301,0.456240482,0.479012275
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.2,Manufacturing Industries and Construction,CH4,fossil,0.035389869,0.035389869,0.055261493,0.064638084,0.061152514,0.058877578,0.064350379,0.069131273,0.07698203,0.115128756,0.105413605,0.121869015,0.165670759,0.13934015,0.141478436,0.155228754,0.161332283,0.171540305,0.168118987,0.145961017,0.21294779,0.230953671,0.233910742,0.217041473,0.230925499,0.239982301,0.202152223,0.152822844,0.172874432,0.178739001,0.162091462,0.158074869,0.172472265,0.202861103,0.256996191,0.245426579,0.256598459,0.289166005,0.29421372,0.284236529,0.288922481,0.293635517,0.247929314,0.244470064,0.249049495,0.268599651,0.26492651,0.288908463,0.298330097,0.320221791,0.303945388,0.317015576
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.3.a,Civil Aviation,CH4,fossil,0.001850901,0.001850901,,,,,,,,,,,,,,,,,,,,,,,,0.000958901,0.0012711,0.001204199,,0.002296899,,,0.0018955,0.0005575,,,,,0.004794499,0.003456501,0.0007582,6.69009E-05,0.0017394,0.002006999,0.0016948,0.002051599,0.001873199,0.001833728,0.002070222,0.00210909,0.001293534,0.001428365
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.3.b_noRES,Road Transportation no resuspension,CH4,fossil,1.587009954,1.529481421,1.599447532,1.736089216,2.066010516,2.174406767,2.413033457,2.795581708,3.14722635,3.295809565,3.963756298,4.190617679,4.333608818,4.808525947,5.160170753,5.899839687,6.109080932,6.253612138,6.269805333,7.798726423,8.209047472,9.105309034,9.798887578,10.01536937,9.806016935,9.700018292,10.12286388,9.88809549,11.23379265,12.16488105,12.89571089,12.64095786,12.75251993,12.89119891,13.90454062,14.69065481,12.37653035,12.8498412,13.53127424,13.0139968,13.77309318,15.06535435,16.61648163,17.45132063,17.75325693,15.38787272,11.10529666,9.687916222,8.974886424,9.20298108,8.201176285,8.51918792
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.3.c,Railways,CH4,fossil,0.006109631,0.006109631,0.006828409,0.007547188,0.008265965,0.008984744,0.009703522,0.010242623,0.010781706,0.01132079,0.011680179,0.012219262,0.010062928,0.010062928,0.010422317,0.010781706,0.010062928,0.008984744,0.008984744,,,,,,,,,,,,,,,,,,,,0.000166003,0.007000633,0.007492403,,,,0.014608008,0.019422004,0.02398286,0.017596007,0.025254413,0.023885333,0.021285258,0.022110622
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.3.d,Water-borne Navigation,CH4,fossil,0.007489293,0.007489293,0.008084267,0.008928473,0.009242093,0.009242093,0.009555685,0.009869276,0.010496488,0.010496488,0.008309701,0.008623292,0.008936884,0.008309701,0.008309701,0.008309701,0.009564096,0.009564096,0.009564096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053750197,0.047899135,0.049756489
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.3.e,Other Transportation,CH4,fossil,,,,,,,,,,,,,,,,,,,,,0.012309301,0.013614301,0.017317798,0.018798301,0.019045799,0.019362602,0.0213732,0.025394399,0.0244485,0.029668498,0.027711902,0.022160699,0.0250524,0.054298802,0.031576498,0.049579198,0.057226501,0.048502801,0.036350099,0.032368498,0.025872301,0.028223102,0.025488899,0.023281627,0.022269602,0.026227618,0.029807031,0.031539164,0.036642706,0.024406088,0.023576368,0.024767481
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.4,Residential and other sectors,CH4,fossil,0.158071087,0.158071087,0.180783508,0.212049711,0.225746568,0.247353679,0.31239806,0.310783741,0.362455867,0.418405644,0.434817609,0.468804945,0.501856003,0.56478602,0.623395548,0.410929437,0.474940837,0.509229368,0.512002537,0.563173271,0.548890799,0.630955282,0.6509582,0.690236686,0.687601471,0.683460098,0.70190065,0.672528867,0.728780827,0.768098166,0.78830136,0.803732334,0.838471847,0.907099235,0.978845935,1.071157507,1.048046036,1.173197002,1.175545462,1.166872005,1.145896568,1.268272203,1.460047653,1.612402479,1.683136201,1.84188684,1.868414426,1.968119972,2.318240785,2.382250677,2.278126109,2.389985554
Non-Annex_I,Northern_Africa,DZA,Algeria,1.A.5,Non-Specified,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448744176,0.401482196,0.446374719,0.381568749,0.475069246,0.228112293,0.242058356,0.263340845,0.348655666,0.459670635,0.662517913,0.602086662,0.627204846
Non-Annex_I,Northern_Africa,DZA,Algeria,1.B.1,Solid Fuels,CH4,fossil,5.402065994,5.402065994,5.402065994,4.69752194,4.056289,3.658402421,0.346037093,0.226949877,0.044415018,0.148895156,0.127322295,0.28721625,1.476410431,1.399564998,1.432559034,1.432559034,1.49051105,1.659429465,1.554807836,1.400270608,0.961901933,0.983474987,1.003778937,0.911141969,0.78424205,0.499986,0.480950969,0.499986,0.72206091,0.706832991,0.577395059,0.623078991,0.810890946,0.810890946,0.82611905,0.74997891,0.796931946,0.788048978,0.788048978,0.261414077,,,,,0.017765933,0.010152068,,0.005117859,0.008187561,0.01842215,0.030703583,0.032238762
Non-Annex_I,Northern_Africa,DZA,Algeria,1.B.2,Oil and Natural Gas,CH4,fossil,975.1790492,975.8518872,1288.726663,1324.810259,1245.271127,1233.162656,1364.95701,1451.885134,1601.460248,1698.041498,1503.632073,1431.923686,1472.65874,1565.843649,1634.735316,1701.90505,1774.394243,1837.028098,1838.134903,1951.022691,2062.87897,2036.273906,2059.884382,2214.239177,2197.586691,2456.906817,2530.632908,2357.333278,2291.418961,2372.428981,2552.608677,2207.350919,2071.109244,2308.036942,2196.816527,2246.064611,2365.264234,2189.405709,2297.499196,2030.864681,2181.122953,2141.107017,2168.668589,2083.247321,2158.011237,2153.781261,2306.892432,2302.422354,2295.130814,2197.777516,2193.312355,1918.473747
Non-Annex_I,Northern_Africa,DZA,Algeria,2.B,Chemical Industry,CH4,fossil,0.080639,0.083533,0.098554,0.108678,0.106939,0.081695,0.10191,0.1144,0.123867,0.121729,0.10725,0.106861,0.130914,0.14954,0.143938,0.231789,0.175116,0.2301,0.24092,0.22415,0.22743,0.209268,0.235892,0.209568,0.210431,0.256652,0.191342,0.20648,0.1816,0.246034,0.235652,0.238607,0.229986,0.227524,0.27253,0.2482,0.27389,0.2535,0.2052,0.272758,0.254756,0.312424,0.298332,0.22421,0.29114,0.27826,0.264536667,0.277978889,0.273591852,0.283468222,0.272560659,0.286153169
Non-Annex_I,Northern_Africa,DZA,Algeria,2.C,Metal Industry,CH4,fossil,0.001980993,0.001792028,0.001855014,0.001792028,0.006328314,0.008056845,0.013181322,0.0182343,0.013502734,0.028791,0.023666202,0.03563686,0.054453378,0.05739699,0.04760175,0.09408049,0.09659755,0.102978689,0.093752826,0.068738271,0.055927564,0.05460168,0.055091218,0.05866084,0.056497,0.057869,0.042351078,0.023870448,0.0360486,0.04690112,0.052627526,0.0595,0.069015569,0.0665,0.07098,0.07021,0.08106,0.08946,0.04522,0.03801,0.04872,0.0308,0.035,0.026202873,0.026077199,0.040843806,0.040843806,0.040843806,0.039367524,0.039367524,0.06561254,0.068893167
Non-Annex_I,Northern_Africa,DZA,Algeria,3.A.1,Enteric Fermentation,CH4,fossil,101.19009,103.67652,105.1571,103.2398396,107.4665488,114.907672,112.5422552,123.5096372,130.2381484,143.6215784,150.31523,153.095596,160.54114,167.72436,161.169634,160.9741,157.8794142,163.8817,163.1537366,167.8953422,170.04705,162.6228084,169.7143638,173.814735,167.2774846,167.538712,169.2484104,170.681523,178.4948072,192.5139103,192.8651891,193.7540912,187.9326082,192.6845993,201.070204,203.054097,209.604006,212.3651454,211.2327034,221.4639099,235.9606,248.561977,259.7611056,270.4624148,289.1512024,297.7610252,294.4938658,288.2927966,285.0459706,287.1607976,286.196589,285.3754997
Non-Annex_I,Northern_Africa,DZA,Algeria,3.A.2,Manure Management,CH4,fossil,3.985111326,4.051487348,4.115682003,4.091597355,4.238151499,4.459433638,4.360730705,4.727873711,4.940147171,5.422113567,5.750271065,5.914587947,6.261329923,6.659099747,6.519169818,6.512717531,6.44271722,6.654282969,6.619035049,6.766235372,6.875707065,6.687849705,6.866852269,6.994122329,6.960787755,7.185361707,6.734843207,6.963450055,7.83348085,7.790031052,7.866874673,7.882213812,7.968826716,8.203336538,8.430278373,8.51227014,8.74820174,8.841281304,8.799573772,9.126790806,9.516376911,9.794653481,10.14127825,10.51213762,10.90278143,11.09861198,11.11653039,10.96346925,10.99951402,11.11900547,11.16225028,11.21041648
Non-Annex_I,Northern_Africa,DZA,Algeria,3.C.7,Rice cultivations,CH4,fossil,0.285721446,0.137916742,0.217355484,0.244519781,0.201670456,0.113103606,0.09614815,0.108064239,0.048587881,0.07366662,0.076211786,0.075073621,0.073935456,0.077997098,0.076777635,0.075558173,0.075990681,0.077993864,0.084681969,0.083245713,0.084896607,0.084922628,0.084894451,0.081595066,0.083383842,0.083217459,0.08285878,0.02707761,0.043518428,0.042369639,0.042504272,0.043013305,0.039068298,0.041995239,0.040849914,0.038050232,0.035759582,0.033087158,0.030414734,0.027869568,0.025833435,0.025324402,0.022906494,0.022906494,0.022906494,0.019852295,0.021888428,0.021633911,0.021124878,0.021506653,0.021379394,0.021379394
Non-Annex_I,Northern_Africa,DZA,Algeria,4.A,Solid Waste Disposal,CH4,fossil,59.94386893,70.35389442,72.73380617,75.18461638,77.73044848,80.39224864,84.36482767,88.70599191,93.28241812,98.1240958,103.2536096,109.4249426,116.0611028,123.0525687,130.3686831,137.9790297,145.6363361,153.5128748,161.6157069,169.9172846,178.3890154,185.4137943,193.4711296,200.1415817,207.0488743,216.0774616,225.6240708,233.8578716,243.9101484,253.4674929,263.4079407,273.1600222,284.5224047,297.371821,309.2029513,322.3396563,333.3003414,345.4849602,357.7531057,370.0596686,384.4326522,398.5909307,413.6952984,428.9991375,445.5098922,462.4252867,476.7015383,489.0734553,501.6672679,515.2832484,529.2687864,542.5084825
Non-Annex_I,Northern_Africa,DZA,Algeria,4.C,Incineration and Open Burning of Waste,CH4,fossil,0.449421958,0.461424698,0.473751192,0.486530914,0.499784178,0.513646933,0.528951128,0.544871159,0.561423616,0.578710467,0.596825045,0.616284027,0.636520688,0.657277594,0.678245417,0.699196891,0.71986061,0.740317656,0.760627822,0.78088859,0.80111753,0.821199975,0.841141212,0.860583611,0.87916168,0.896522802,0.90149939,0.906376418,0.911176025,0.915935065,0.926564885,0.93147637,0.936416675,1.501455339,1.506678056,1.512156854,1.517778938,1.524086801,1.5303253,1.536943665,1.543966609,1.551133425,1.572711684,1.594577227,1.615351941,1.637316556,1.65582502,1.674255647,1.692608547,1.711879057,1.731206589,1.749984596
Non-Annex_I,Northern_Africa,DZA,Algeria,4.D,Wastewater Treatment and Discharge,CH4,fossil,65.2325619,67.10465513,68.99923793,70.84540656,72.96090024,74.6469775,76.54871622,78.65057588,81.29353935,83.6682311,86.10731529,89.02674206,92.99933752,95.44387816,98.75265086,102.2718784,105.1818681,108.5121962,111.4689834,113.7826219,117.9669924,120.3836092,123.9119306,125.7922721,127.3573455,129.0753472,130.5087864,133.8552847,135.1497735,137.6008791,138.8451153,140.0159247,141.8916529,143.1980769,144.697394,146.2309311,147.9285999,150.5641785,152.6522945,155.4993574,158.9810052,162.2286963,166.3197567,168.5560165,177.5351324,183.7295278,189.7565618,184.0327208,191.6930819,196.5348798,201.5790594,205.1489657
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.1.a,Main Activity Electricity and Heat Production,CH4,bio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022020015,0.031170015,0.046859964,0.044610018,0.04638003,0.050460024,0.059580006,0.063480009,0.063330039,0.085559937,0.087329949,0.091121954,0.092837579,0.082828112,0.089426417,0.089533115,0.089613708
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.2,Manufacturing Industries and Construction,CH4,bio,0.183066161,0.183066161,0.200826188,0.189336185,0.230616191,0.244206167,0.248736203,0.248736203,0.257796143,0.252216185,0.279126215,0.246516152,0.190026254,0.200076206,0.267846221,0.319296257,0.289206188,0.33687617,0.342576206,0.335436248,0.400566191,0.412848642,0.418091245,0.404341812,0.37503106,0.4131064,0.452101358,0.266390439,0.460806376,0.448692233,0.452392054,0.429081606,0.399660958,0.387458385,0.452683967,0.54131994,0.36675997,0.492759166,0.333985239,0.21617079,0.225187824,0.254705951,0.266556577,0.260207321,0.330773969,0.344595226,0.351605402,0.383316107,0.336950525,0.363526424,0.364293249,0.364670772
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.3.b_noRES,Road Transportation no resuspension,CH4,bio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001323298,0.000966333,0.001113909,0.00107671,0.001831888,0.003062415,0.003565143,0.00627789,0.00553269,0.007291469,0.006464458,0.0071426
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.4,Residential and other sectors,CH4,bio,12.32849985,12.32849985,12.10259979,11.57550009,11.04450039,10.78079982,10.491,10.31790009,9.82829946,9.9410994,9.85320048,9.77789961,11.68589973,11.56050048,11.42220042,10.45589997,10.11689979,10.53119955,10.85099991,10.49550039,8.25389982,8.57940006,6.19080009,6.05429994,6.03479994,6.34619988,6.29610021,5.89049976,5.49539982,4.97040024,4.61610024,4.52070024,4.46519958,4.35570054,4.18410036,4.11210036,3.97980042,3.92039979,3.77069991,3.57900057,3.41009961,3.33659991,3.14490057,2.99519946,2.95410057,2.6738994,2.59079979,2.5138887,2.42656251,2.32057911,2.32595041,2.32595041
Non-Annex_I,Rest South America,ECU,Ecuador,1.B.2,Oil and Natural Gas,CH4,bio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00535994,0.004019955,0.00535994,0.00535994,0.009379895,0.016080035,0.02277996,0.040496195,0.035547605,0.04684778,0.052829318,0.062966943
Non-Annex_I,Rest South America,ECU,Ecuador,3.C.1,Emissions from biomass burning,CH4,bio,2.443473527,2.252212547,2.144151992,2.088408797,2.438987141,2.820844705,2.315933931,2.648786215,2.329416862,2.347688802,2.423202573,2.397875669,2.168274371,2.040771402,2.273258207,2.094854526,2.542782641,2.789119907,2.709627811,2.858928094,2.840345365,2.872535448,2.435150592,2.733032721,2.753593036,2.721818112,2.824906783,2.829845578,3.141572637,3.03191278,2.976986453,2.971249479,3.05851694,3.183568134,3.590822562,3.547710255,3.533594591,4.165002342,4.176222858,4.068341802,4.17673409,3.996909231,3.982642038,3.882241459,4.244373044,4.938072896,4.123204574,4.18234403,3.748228881,4.127982931,4.69497872,4.851382414
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.1.a,Main Activity Electricity and Heat Production,CH4,fossil,0.009363197,0.010518532,0.015318028,0.01885602,0.024433723,0.030026684,0.040203886,0.04913008,0.05498066,0.068754008,0.066525486,0.078172622,0.08304687,0.055973166,0.036624651,0.038073355,0.022791394,0.023929658,0.019897211,0.022821105,0.033541436,0.04666327,0.058558302,0.04208386,0.042598205,0.083314222,0.080670854,0.101894698,0.115037205,0.074749801,0.069631974,0.092929185,0.105380988,0.103553393,0.121447731,0.158258299,0.195554035,0.205742409,0.178856567,0.23739287,0.28078763,0.23775818,0.254149521,0.288230513,0.302624938,0.304516674,0.275250353,0.201272106,0.21309306,0.182998997,0.149543798,0.174560974
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,CH4,fossil,0.002392124,0.002659435,0.004236828,0.003976756,0.011543085,0.011238722,0.012033371,0.015768459,0.021815615,0.031082167,0.028695442,0.031553721,0.029882534,0.030360582,0.031142354,0.014144114,0.024339356,0.020857803,0.018208392,0.014543724,0.013912215,0.011074494,0.014477124,0.013664022,0.015304605,0.04412455,0.049019172,0.043418192,0.045807459,0.046877475,0.062694935,0.061896963,0.058179038,0.054198047,0.057907451,0.048977676,0.057275274,0.05837329,0.062079417,0.060350313,0.058272366,0.060361742,0.061163072,0.06064128,0.060954558,0.05638499,0.056127721,0.053189557,0.053993783,0.054139779,0.043559542,0.053915776
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.2,Manufacturing Industries and Construction,CH4,fossil,0.018592704,0.018592704,0.015837492,0.016505592,0.0277028,0.029347308,0.033720211,0.036814101,0.042675098,0.05494004,0.05628842,0.061347372,0.056513694,0.061656306,0.057536421,0.071574594,0.070967491,0.076230395,0.061536,0.063164004,0.094976586,0.099645309,0.108731497,0.098009304,0.109562795,0.105313494,0.11868659,0.120208194,0.125885801,0.115070108,0.105814604,0.104267896,0.113251806,0.109120389,0.106985602,0.113251801,0.107395795,0.079970803,0.090850387,0.105166395,0.109731489,0.111379087,0.117421599,0.133849802,0.141452097,0.120287107,0.080084403,0.075209548,0.085992137,0.074349789,0.059883928,0.073829429
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.3.a,Civil Aviation,CH4,fossil,,,,,,,,,,,0.000111999,8.95996E-05,8.95996E-05,8.95996E-05,8.95996E-05,8.95996E-05,0.0001568,6.72003E-05,8.95996E-05,0.0001568,0.0001568,0.0001568,0.0001568,0.0001568,0.0001568,0.0001568,0.0001568,0.0001568,0.0001568,0.000111999,0.001583601,0.002252601,0.0019404,0.0018512,0.0020071,0.002386099,0.003523399,0.003567999,0.0028321,0.003411999,0.0041703,0.0044826,0.003233801,0.003479101,0.003568399,0.003568399,0.002118799,0.001921327,0.002013528,0.002017625,0.000978144,0.001117631
Non-Annex_I,Rest South America,ECU,Ecuador,1.A.3.b_noRES,Road Transportation no resuspension,CH4,fossil,0.513544529,0.513544529,0.525571337,0.600427058,0.578489277,0.712021543,0.754194544,0.916138217,1.059921699,1.011988779,1.109667606,1.172098782,1.245359406,1.166903065,1.216914162,1.254682783,1.3059207,1.250209634,1.630178843,1.589363929,1.728054867,1.878274149,1.902468555,1.900941293,1.893922159,1.752582752,1.976870309,2.004405357,1.926895671,1.68269573,1.605023823,1.622933327,1.63456252,1.654511896,1.710579671,1.741965342,1.60209845,1.531730854,1.456848532,1.609955185,2.043308116,2.193342302,2.272938823,2.382427541,2.516139374,2.591895928,2.700502274,2.835952795,2.840501355,2.886539762,2.32243932,2.874596744
